block,site,date,time,sensor,HOBO_ID,tide_height,position,tidelevl,exposure,temperature
KEFJ,Aialik,2009-06-01,18:00,Aialik_0.5a,972455,0.5,a,1.53,water,9.239888889
KEFJ,Aialik,2009-06-01,18:30,Aialik_0.5a,972455,0.5,a,1.81,water,9.202666667
KEFJ,Aialik,2009-06-01,19:00,Aialik_0.5a,972455,0.5,a,2.08,water,9.158111111
KEFJ,Aialik,2009-06-01,19:30,Aialik_0.5a,972455,0.5,a,2.34,water,9.108666667
KEFJ,Aialik,2009-06-01,20:00,Aialik_0.5a,972455,0.5,a,2.58,water,9.059222222
KEFJ,Aialik,2009-06-01,20:30,Aialik_0.5a,972455,0.5,a,2.76,water,9.009777778
KEFJ,Aialik,2009-06-01,21:00,Aialik_0.5a,972455,0.5,a,2.9,water,8.99
KEFJ,Aialik,2009-06-01,21:30,Aialik_0.5a,972455,0.5,a,2.97,water,8.99
KEFJ,Aialik,2009-06-01,22:00,Aialik_0.5a,972455,0.5,a,2.96,water,8.9825
KEFJ,Aialik,2009-06-01,22:30,Aialik_0.5a,972455,0.5,a,2.88,water,8.97
KEFJ,Aialik,2009-06-01,23:00,Aialik_0.5a,972455,0.5,a,2.72,water,8.98
KEFJ,Aialik,2009-06-01,23:30,Aialik_0.5a,972455,0.5,a,2.51,water,9.005
KEFJ,Aialik,2009-06-02,0:00,Aialik_0.5a,972455,0.5,a,2.25,water,9.029666667
KEFJ,Aialik,2009-06-02,0:30,Aialik_0.5a,972455,0.5,a,1.95,water,9.054111111
KEFJ,Aialik,2009-06-02,1:00,Aialik_0.5a,972455,0.5,a,1.65,water,9.063888889
KEFJ,Aialik,2009-06-02,1:30,Aialik_0.5a,972455,0.5,a,1.33,transition,9.063888889
KEFJ,Aialik,2009-06-02,2:00,Aialik_0.5a,972455,0.5,a,1.04,transition,8.945055556
KEFJ,Aialik,2009-06-02,2:30,Aialik_0.5a,972455,0.5,a,0.8,transition,8.747
KEFJ,Aialik,2009-06-02,3:00,Aialik_0.5a,972455,0.5,a,0.62,air/transition,7.966777778
KEFJ,Aialik,2009-06-02,3:30,Aialik_0.5a,972455,0.5,a,0.51,air/transition,6.798444444
KEFJ,Aialik,2009-06-02,4:00,Aialik_0.5a,972455,0.5,a,0.46,air/transition,6.132111111
KEFJ,Aialik,2009-06-02,4:30,Aialik_0.5a,972455,0.5,a,0.48,air/transition,5.800444445
KEFJ,Aialik,2009-06-02,5:00,Aialik_0.5a,972455,0.5,a,0.55,air/transition,6.545277778
KEFJ,Aialik,2009-06-02,5:30,Aialik_0.5a,972455,0.5,a,0.67,air/transition,8.007777778
KEFJ,Aialik,2009-06-02,6:00,Aialik_0.5a,972455,0.5,a,0.83,transition,8.689777778
KEFJ,Aialik,2009-06-02,6:30,Aialik_0.5a,972455,0.5,a,1.03,transition,8.851444444
KEFJ,Aialik,2009-06-02,7:00,Aialik_0.5a,972455,0.5,a,1.25,transition,8.930777778
KEFJ,Aialik,2009-06-02,7:30,Aialik_0.5a,972455,0.5,a,1.49,transition,8.955222222
KEFJ,Aialik,2009-06-02,8:00,Aialik_0.5a,972455,0.5,a,1.72,water,8.950333333
KEFJ,Aialik,2009-06-02,8:30,Aialik_0.5a,972455,0.5,a,1.94,water,8.925888889
KEFJ,Aialik,2009-06-02,9:00,Aialik_0.5a,972455,0.5,a,2.11,water,8.916111111
KEFJ,Aialik,2009-06-02,9:30,Aialik_0.5a,972455,0.5,a,2.24,water,8.916111111
KEFJ,Aialik,2009-06-02,10:00,Aialik_0.5a,972455,0.5,a,2.32,water,8.916111111
KEFJ,Aialik,2009-06-02,10:30,Aialik_0.5a,972455,0.5,a,2.32,water,8.916111111
KEFJ,Aialik,2009-06-02,11:00,Aialik_0.5a,972455,0.5,a,2.27,water,8.960444444
KEFJ,Aialik,2009-06-02,11:30,Aialik_0.5a,972455,0.5,a,2.15,water,9.034333333
KEFJ,Aialik,2009-06-02,12:00,Aialik_0.5a,972455,0.5,a,1.99,water,9.123388889
KEFJ,Aialik,2009-06-02,12:30,Aialik_0.5a,972455,0.5,a,1.79,water,9.222555555
KEFJ,Aialik,2009-06-02,13:00,Aialik_0.5a,972455,0.5,a,1.57,water,9.380722222
KEFJ,Aialik,2009-06-02,13:30,Aialik_0.5a,972455,0.5,a,1.34,transition,9.578222222
KEFJ,Aialik,2009-06-02,14:00,Aialik_0.5a,972455,0.5,a,1.12,transition,9.958888889
KEFJ,Aialik,2009-06-02,14:30,Aialik_0.5a,972455,0.5,a,0.93,air/transition,10.46166667
KEFJ,Aialik,2009-06-02,15:00,Aialik_0.5a,972455,0.5,a,0.78,air/transition,10.63344445
KEFJ,Aialik,2009-06-02,15:30,Aialik_0.5a,972455,0.5,a,0.69,air/transition,10.58455556
KEFJ,Aialik,2009-06-02,16:00,Aialik_0.5a,972455,0.5,a,0.68,air/transition,10.5725
KEFJ,Aialik,2009-06-02,16:30,Aialik_0.5a,972455,0.5,a,0.73,air/transition,10.585
KEFJ,Aialik,2009-06-02,17:00,Aialik_0.5a,972455,0.5,a,0.83,air/transition,10.27316667
KEFJ,Aialik,2009-06-02,17:30,Aialik_0.5a,972455,0.5,a,0.99,transition,9.745111111
KEFJ,Aialik,2009-06-02,18:00,Aialik_0.5a,972455,0.5,a,1.2,transition,9.548555556
KEFJ,Aialik,2009-06-02,18:30,Aialik_0.5a,972455,0.5,a,1.44,transition,9.573
KEFJ,Aialik,2009-06-02,19:00,Aialik_0.5a,972455,0.5,a,1.71,water,9.605111111
KEFJ,Aialik,2009-06-02,19:30,Aialik_0.5a,972455,0.5,a,1.99,water,9.642333333
KEFJ,Aialik,2009-06-02,20:00,Aialik_0.5a,972455,0.5,a,2.27,water,9.620222222
KEFJ,Aialik,2009-06-02,20:30,Aialik_0.5a,972455,0.5,a,2.54,water,9.558555556
KEFJ,Aialik,2009-06-02,21:00,Aialik_0.5a,972455,0.5,a,2.76,water,9.556055556
KEFJ,Aialik,2009-06-02,21:30,Aialik_0.5a,972455,0.5,a,2.93,water,9.593
KEFJ,Aialik,2009-06-02,22:00,Aialik_0.5a,972455,0.5,a,3.04,water,9.681611111
KEFJ,Aialik,2009-06-02,22:30,Aialik_0.5a,972455,0.5,a,3.07,water,9.804666667
KEFJ,Aialik,2009-06-02,23:00,Aialik_0.5a,972455,0.5,a,3.03,water,9.772555556
KEFJ,Aialik,2009-06-02,23:30,Aialik_0.5a,972455,0.5,a,2.91,water,9.637
KEFJ,Aialik,2009-06-03,0:00,Aialik_0.5a,972455,0.5,a,2.73,water,9.730444445
KEFJ,Aialik,2009-06-03,0:30,Aialik_0.5a,972455,0.5,a,2.49,water,9.976555556
KEFJ,Aialik,2009-06-03,1:00,Aialik_0.5a,972455,0.5,a,2.2,water,10.08966667
KEFJ,Aialik,2009-06-03,1:30,Aialik_0.5a,972455,0.5,a,1.87,water,10.11411111
KEFJ,Aialik,2009-06-03,2:00,Aialik_0.5a,972455,0.5,a,1.54,water,10.10205556
KEFJ,Aialik,2009-06-03,2:30,Aialik_0.5a,972455,0.5,a,1.19,transition,10.06566667
KEFJ,Aialik,2009-06-03,3:00,Aialik_0.5a,972455,0.5,a,0.87,transition,9.858777777
KEFJ,Aialik,2009-06-03,3:30,Aialik_0.5a,972455,0.5,a,0.61,transition,9.538222222
KEFJ,Aialik,2009-06-03,4:00,Aialik_0.5a,972455,0.5,a,0.4,transition,9.053
KEFJ,Aialik,2009-06-03,4:30,Aialik_0.5a,972455,0.5,a,0.26,air/transition,8.458
KEFJ,Aialik,2009-06-03,5:00,Aialik_0.5a,972455,0.5,a,0.19,air/transition,7.956833333
KEFJ,Aialik,2009-06-03,5:30,Aialik_0.5a,972455,0.5,a,0.2,air/transition,7.518222222
KEFJ,Aialik,2009-06-03,6:00,Aialik_0.5a,972455,0.5,a,0.27,air/transition,7.403111111
KEFJ,Aialik,2009-06-03,6:30,Aialik_0.5a,972455,0.5,a,0.4,air/transition,7.503666667
KEFJ,Aialik,2009-06-03,7:00,Aialik_0.5a,972455,0.5,a,0.59,air/transition,7.977722222
KEFJ,Aialik,2009-06-03,7:30,Aialik_0.5a,972455,0.5,a,0.83,transition,8.700777778
KEFJ,Aialik,2009-06-03,8:00,Aialik_0.5a,972455,0.5,a,1.1,transition,9.071666667
KEFJ,Aialik,2009-06-03,8:30,Aialik_0.5a,972455,0.5,a,1.38,transition,9.207777778
KEFJ,Aialik,2009-06-03,9:00,Aialik_0.5a,972455,0.5,a,1.65,water,9.299388889
KEFJ,Aialik,2009-06-03,9:30,Aialik_0.5a,972455,0.5,a,1.89,water,9.361333333
KEFJ,Aialik,2009-06-03,10:00,Aialik_0.5a,972455,0.5,a,2.1,water,9.386111111
KEFJ,Aialik,2009-06-03,10:30,Aialik_0.5a,972455,0.5,a,2.25,water,9.386111111
KEFJ,Aialik,2009-06-03,11:00,Aialik_0.5a,972455,0.5,a,2.33,water,9.452611111
KEFJ,Aialik,2009-06-03,11:30,Aialik_0.5a,972455,0.5,a,2.35,water,9.563444445
KEFJ,Aialik,2009-06-03,12:00,Aialik_0.5a,972455,0.5,a,2.31,water,9.630111111
KEFJ,Aialik,2009-06-03,12:30,Aialik_0.5a,972455,0.5,a,2.21,water,9.667333333
KEFJ,Aialik,2009-06-03,13:00,Aialik_0.5a,972455,0.5,a,2.07,water,9.733722222
KEFJ,Aialik,2009-06-03,13:30,Aialik_0.5a,972455,0.5,a,1.89,water,9.819555556
KEFJ,Aialik,2009-06-03,14:00,Aialik_0.5a,972455,0.5,a,1.69,water,10.00122222
KEFJ,Aialik,2009-06-03,14:30,Aialik_0.5a,972455,0.5,a,1.47,transition,10.24677778
KEFJ,Aialik,2009-06-03,15:00,Aialik_0.5a,972455,0.5,a,1.25,air/transition,10.52833333
KEFJ,Aialik,2009-06-03,15:30,Aialik_0.5a,972455,0.5,a,1.07,air/transition,10.83388889
KEFJ,Aialik,2009-06-03,16:00,Aialik_0.5a,972455,0.5,a,0.92,air/transition,11.25511111
KEFJ,Aialik,2009-06-03,16:30,Aialik_0.5a,972455,0.5,a,0.83,air/transition,11.75344445
KEFJ,Aialik,2009-06-03,17:00,Aialik_0.5a,972455,0.5,a,0.82,air/transition,11.76327778
KEFJ,Aialik,2009-06-03,17:30,Aialik_0.5a,972455,0.5,a,0.86,air/transition,11.44744444
KEFJ,Aialik,2009-06-03,18:00,Aialik_0.5a,972455,0.5,a,0.98,air/transition,11.22627778
KEFJ,Aialik,2009-06-03,18:30,Aialik_0.5a,972455,0.5,a,1.14,air/transition,11.06822222
KEFJ,Aialik,2009-06-03,19:00,Aialik_0.5a,972455,0.5,a,1.37,air/transition,10.71133333
KEFJ,Aialik,2009-06-03,19:30,Aialik_0.5a,972455,0.5,a,1.63,water,10.22188889
KEFJ,Aialik,2009-06-03,20:00,Aialik_0.5a,972455,0.5,a,1.91,water,10.00394444
KEFJ,Aialik,2009-06-03,20:30,Aialik_0.5a,972455,0.5,a,2.21,water,9.967
KEFJ,Aialik,2009-06-03,21:00,Aialik_0.5a,972455,0.5,a,2.49,water,9.633888889
KEFJ,Aialik,2009-06-03,21:30,Aialik_0.5a,972455,0.5,a,2.74,water,9.103333333
KEFJ,Aialik,2009-06-03,22:00,Aialik_0.5a,972455,0.5,a,2.94,water,8.891111111
KEFJ,Aialik,2009-06-03,22:30,Aialik_0.5a,972455,0.5,a,3.08,water,8.891111111
KEFJ,Aialik,2009-06-03,23:00,Aialik_0.5a,972455,0.5,a,3.14,water,9.363944444
KEFJ,Aialik,2009-06-03,23:30,Aialik_0.5a,972455,0.5,a,3.13,water,10.152
KEFJ,Aialik,2009-06-04,0:00,Aialik_0.5a,972455,0.5,a,3.05,water,10.57005555
KEFJ,Aialik,2009-06-04,0:30,Aialik_0.5a,972455,0.5,a,2.89,water,10.74144444
KEFJ,Aialik,2009-06-04,1:00,Aialik_0.5a,972455,0.5,a,2.67,water,10.85383333
KEFJ,Aialik,2009-06-04,1:30,Aialik_0.5a,972455,0.5,a,2.41,water,10.92688889
KEFJ,Aialik,2009-06-04,2:00,Aialik_0.5a,972455,0.5,a,2.08,water,11.04361111
KEFJ,Aialik,2009-06-04,2:30,Aialik_0.5a,972455,0.5,a,1.72,water,11.18944445
KEFJ,Aialik,2009-06-04,3:00,Aialik_0.5a,972455,0.5,a,1.36,transition,11.10177778
KEFJ,Aialik,2009-06-04,3:30,Aialik_0.5a,972455,0.5,a,0.98,transition,10.85844444
KEFJ,Aialik,2009-06-04,4:00,Aialik_0.5a,972455,0.5,a,0.64,transition,10.44461111
KEFJ,Aialik,2009-06-04,4:30,Aialik_0.5a,972455,0.5,a,0.35,transition,9.917111111
KEFJ,Aialik,2009-06-04,5:00,Aialik_0.5a,972455,0.5,a,0.13,transition,9.683944444
KEFJ,Aialik,2009-06-04,5:30,Aialik_0.5a,972455,0.5,a,-0.01,air,9.647
KEFJ,Aialik,2009-06-04,6:00,Aialik_0.5a,972455,0.5,a,-0.07,air,9.750388888
KEFJ,Aialik,2009-06-04,6:30,Aialik_0.5a,972455,0.5,a,-0.04,air,9.947333332
KEFJ,Aialik,2009-06-04,7:00,Aialik_0.5a,972455,0.5,a,0.07,transition,10.20244444
KEFJ,Aialik,2009-06-04,7:30,Aialik_0.5a,972455,0.5,a,0.25,transition,10.49633333
KEFJ,Aialik,2009-06-04,8:00,Aialik_0.5a,972455,0.5,a,0.5,transition,10.75305556
KEFJ,Aialik,2009-06-04,8:30,Aialik_0.5a,972455,0.5,a,0.79,transition,10.985
KEFJ,Aialik,2009-06-04,9:00,Aialik_0.5a,972455,0.5,a,1.1,transition,10.99744445
KEFJ,Aialik,2009-06-04,9:30,Aialik_0.5a,972455,0.5,a,1.41,transition,10.86355556
KEFJ,Aialik,2009-06-04,10:00,Aialik_0.5a,972455,0.5,a,1.7,water,10.90516667
KEFJ,Aialik,2009-06-04,10:30,Aialik_0.5a,972455,0.5,a,1.96,water,11.06377778
KEFJ,Aialik,2009-06-04,11:00,Aialik_0.5a,972455,0.5,a,2.16,water,11.04638889
KEFJ,Aialik,2009-06-04,11:30,Aialik_0.5a,972455,0.5,a,2.31,water,10.91166667
KEFJ,Aialik,2009-06-04,12:00,Aialik_0.5a,972455,0.5,a,2.39,water,10.85777778
KEFJ,Aialik,2009-06-04,12:30,Aialik_0.5a,972455,0.5,a,2.41,water,10.85777778
KEFJ,Aialik,2009-06-04,13:00,Aialik_0.5a,972455,0.5,a,2.37,water,10.95294445
KEFJ,Aialik,2009-06-04,13:30,Aialik_0.5a,972455,0.5,a,2.28,water,11.11155556
KEFJ,Aialik,2009-06-04,14:00,Aialik_0.5a,972455,0.5,a,2.14,water,11.24066667
KEFJ,Aialik,2009-06-04,14:30,Aialik_0.5a,972455,0.5,a,1.97,water,11.35011111
KEFJ,Aialik,2009-06-04,15:00,Aialik_0.5a,972455,0.5,a,1.75,water,11.41588889
KEFJ,Aialik,2009-06-04,15:30,Aialik_0.5a,972455,0.5,a,1.53,water,11.45255555
KEFJ,Aialik,2009-06-04,16:00,Aialik_0.5a,972455,0.5,a,1.31,transition,11.48905555
KEFJ,Aialik,2009-06-04,16:30,Aialik_0.5a,972455,0.5,a,1.12,transition,11.52544444
KEFJ,Aialik,2009-06-04,17:00,Aialik_0.5a,972455,0.5,a,0.98,transition,11.45233333
KEFJ,Aialik,2009-06-04,17:30,Aialik_0.5a,972455,0.5,a,0.9,transition,11.30622222
KEFJ,Aialik,2009-06-04,18:00,Aialik_0.5a,972455,0.5,a,0.9,transition,11.30627778
KEFJ,Aialik,2009-06-04,18:30,Aialik_0.5a,972455,0.5,a,0.97,transition,11.40377778
KEFJ,Aialik,2009-06-04,19:00,Aialik_0.5a,972455,0.5,a,1.11,transition,11.39177778
KEFJ,Aialik,2009-06-04,19:30,Aialik_0.5a,972455,0.5,a,1.31,transition,11.30677778
KEFJ,Aialik,2009-06-04,20:00,Aialik_0.5a,972455,0.5,a,1.57,water,11.19961111
KEFJ,Aialik,2009-06-04,20:30,Aialik_0.5a,972455,0.5,a,1.85,water,11.07766667
KEFJ,Aialik,2009-06-04,21:00,Aialik_0.5a,972455,0.5,a,2.16,water,10.69105556
KEFJ,Aialik,2009-06-04,21:30,Aialik_0.5a,972455,0.5,a,2.45,water,10.128
KEFJ,Aialik,2009-06-04,22:00,Aialik_0.5a,972455,0.5,a,2.71,water,9.695777778
KEFJ,Aialik,2009-06-04,22:30,Aialik_0.5a,972455,0.5,a,2.93,water,9.350777778
KEFJ,Aialik,2009-06-04,23:00,Aialik_0.5a,972455,0.5,a,3.09,water,9.064111111
KEFJ,Aialik,2009-06-04,23:30,Aialik_0.5a,972455,0.5,a,3.18,water,8.816333333
KEFJ,Aialik,2009-06-05,0:00,Aialik_0.5a,972455,0.5,a,3.2,water,8.984388889
KEFJ,Aialik,2009-06-05,0:30,Aialik_0.5a,972455,0.5,a,3.14,water,9.429666667
KEFJ,Aialik,2009-06-05,1:00,Aialik_0.5a,972455,0.5,a,3.02,water,9.828944445
KEFJ,Aialik,2009-06-05,1:30,Aialik_0.5a,972455,0.5,a,2.82,water,10.19755556
KEFJ,Aialik,2009-06-05,2:00,Aialik_0.5a,972455,0.5,a,2.57,water,10.52116667
KEFJ,Aialik,2009-06-05,2:30,Aialik_0.5a,972455,0.5,a,2.25,water,10.81477778
KEFJ,Aialik,2009-06-05,3:00,Aialik_0.5a,972455,0.5,a,1.89,water,11.00505555
KEFJ,Aialik,2009-06-05,3:30,Aialik_0.5a,972455,0.5,a,1.51,water,11.12644444
KEFJ,Aialik,2009-06-05,4:00,Aialik_0.5a,972455,0.5,a,1.1,transition,11.00666667
KEFJ,Aialik,2009-06-05,4:30,Aialik_0.5a,972455,0.5,a,0.7,transition,10.72611111
KEFJ,Aialik,2009-06-05,5:00,Aialik_0.5a,972455,0.5,a,0.36,transition,10.12672222
KEFJ,Aialik,2009-06-05,5:30,Aialik_0.5a,972455,0.5,a,0.07,transition,9.314777778
KEFJ,Aialik,2009-06-05,6:00,Aialik_0.5a,972455,0.5,a,-0.13,air,9.056833333
KEFJ,Aialik,2009-06-05,6:30,Aialik_0.5a,972455,0.5,a,-0.24,air,9.168222222
KEFJ,Aialik,2009-06-05,7:00,Aialik_0.5a,972455,0.5,a,-0.24,air,9.338611111
KEFJ,Aialik,2009-06-05,7:30,Aialik_0.5a,972455,0.5,a,-0.16,air,9.548333333
KEFJ,Aialik,2009-06-05,8:00,Aialik_0.5a,972455,0.5,a,0.01,transition,9.735722222
KEFJ,Aialik,2009-06-05,8:30,Aialik_0.5a,972455,0.5,a,0.25,transition,9.908222222
KEFJ,Aialik,2009-06-05,9:00,Aialik_0.5a,972455,0.5,a,0.56,transition,10.15355556
KEFJ,Aialik,2009-06-05,9:30,Aialik_0.5a,972455,0.5,a,0.88,transition,10.44744444
KEFJ,Aialik,2009-06-05,10:00,Aialik_0.5a,972455,0.5,a,1.21,transition,10.60166667
KEFJ,Aialik,2009-06-05,10:30,Aialik_0.5a,972455,0.5,a,1.54,water,10.66277778
KEFJ,Aialik,2009-06-05,11:00,Aialik_0.5a,972455,0.5,a,1.83,water,10.25238889
KEFJ,Aialik,2009-06-05,11:30,Aialik_0.5a,972455,0.5,a,2.09,water,9.527666666
KEFJ,Aialik,2009-06-05,12:00,Aialik_0.5a,972455,0.5,a,2.28,water,9.296944445
KEFJ,Aialik,2009-06-05,12:30,Aialik_0.5a,972455,0.5,a,2.41,water,9.395555556
KEFJ,Aialik,2009-06-05,13:00,Aialik_0.5a,972455,0.5,a,2.48,water,9.45
KEFJ,Aialik,2009-06-05,13:30,Aialik_0.5a,972455,0.5,a,2.48,water,9.475
KEFJ,Aialik,2009-06-05,14:00,Aialik_0.5a,972455,0.5,a,2.43,water,9.603166667
KEFJ,Aialik,2009-06-05,14:30,Aialik_0.5a,972455,0.5,a,2.32,water,9.800111111
KEFJ,Aialik,2009-06-05,15:00,Aialik_0.5a,972455,0.5,a,2.17,water,10.31155556
KEFJ,Aialik,2009-06-05,15:30,Aialik_0.5a,972455,0.5,a,1.98,water,11.03266667
KEFJ,Aialik,2009-06-05,16:00,Aialik_0.5a,972455,0.5,a,1.76,water,11.42344444
KEFJ,Aialik,2009-06-05,16:30,Aialik_0.5a,972455,0.5,a,1.51,water,11.594
KEFJ,Aialik,2009-06-05,17:00,Aialik_0.5a,972455,0.5,a,1.29,transition,11.69838889
KEFJ,Aialik,2009-06-05,17:30,Aialik_0.5a,972455,0.5,a,1.1,transition,11.75866667
KEFJ,Aialik,2009-06-05,18:00,Aialik_0.5a,972455,0.5,a,0.98,transition,11.83377778
KEFJ,Aialik,2009-06-05,18:30,Aialik_0.5a,972455,0.5,a,0.93,transition,11.91877778
KEFJ,Aialik,2009-06-05,19:00,Aialik_0.5a,972455,0.5,a,0.97,air/transition,12.06894445
KEFJ,Aialik,2009-06-05,19:30,Aialik_0.5a,972455,0.5,a,1.08,air/transition,12.26255556
KEFJ,Aialik,2009-06-05,20:00,Aialik_0.5a,972455,0.5,a,1.27,air/transition,12.12916667
KEFJ,Aialik,2009-06-05,20:30,Aialik_0.5a,972455,0.5,a,1.51,water,11.77777778
KEFJ,Aialik,2009-06-05,21:00,Aialik_0.5a,972455,0.5,a,1.79,water,11.58622222
KEFJ,Aialik,2009-06-05,21:30,Aialik_0.5a,972455,0.5,a,2.09,water,11.50122222
KEFJ,Aialik,2009-06-05,22:00,Aialik_0.5a,972455,0.5,a,2.4,water,11.30672222
KEFJ,Aialik,2009-06-05,22:30,Aialik_0.5a,972455,0.5,a,2.67,water,11.03922222
KEFJ,Aialik,2009-06-05,23:00,Aialik_0.5a,972455,0.5,a,2.9,water,10.87338889
KEFJ,Aialik,2009-06-05,23:30,Aialik_0.5a,972455,0.5,a,3.08,water,10.77533333
KEFJ,Aialik,2009-06-06,0:00,Aialik_0.5a,972455,0.5,a,3.19,water,10.69227778
KEFJ,Aialik,2009-06-06,0:30,Aialik_0.5a,972455,0.5,a,3.23,water,10.61922222
KEFJ,Aialik,2009-06-06,1:00,Aialik_0.5a,972455,0.5,a,3.2,water,10.6485
KEFJ,Aialik,2009-06-06,1:30,Aialik_0.5a,972455,0.5,a,3.1,water,10.746
KEFJ,Aialik,2009-06-06,2:00,Aialik_0.5a,972455,0.5,a,2.92,water,10.82916667
KEFJ,Aialik,2009-06-06,2:30,Aialik_0.5a,972455,0.5,a,2.68,water,10.90277778
KEFJ,Aialik,2009-06-06,3:00,Aialik_0.5a,972455,0.5,a,2.39,water,11.02688889
KEFJ,Aialik,2009-06-06,3:30,Aialik_0.5a,972455,0.5,a,2.03,water,11.18466667
KEFJ,Aialik,2009-06-06,4:00,Aialik_0.5a,972455,0.5,a,1.64,water,11.18927778
KEFJ,Aialik,2009-06-06,4:30,Aialik_0.5a,972455,0.5,a,1.22,transition,11.09177778
KEFJ,Aialik,2009-06-06,5:00,Aialik_0.5a,972455,0.5,a,0.79,transition,10.41177778
KEFJ,Aialik,2009-06-06,5:30,Aialik_0.5a,972455,0.5,a,0.4,transition,9.343444445
KEFJ,Aialik,2009-06-06,6:00,Aialik_0.5a,972455,0.5,a,0.07,transition,8.699777778
KEFJ,Aialik,2009-06-06,6:30,Aialik_0.5a,972455,0.5,a,-0.18,air,8.339222222
KEFJ,Aialik,2009-06-06,7:00,Aialik_0.5a,972455,0.5,a,-0.33,air,8.254666667
KEFJ,Aialik,2009-06-06,7:30,Aialik_0.5a,972455,0.5,a,-0.37,air,8.354111111
KEFJ,Aialik,2009-06-06,8:00,Aialik_0.5a,972455,0.5,a,-0.3,air,10.77888889
KEFJ,Aialik,2009-06-06,8:30,Aialik_0.5a,972455,0.5,a,-0.14,air,14.75388889
KEFJ,Aialik,2009-06-06,9:00,Aialik_0.5a,972455,0.5,a,0.09,air/transition,18.04405556
